Agent,ScanTime,SeatingSection
GateB_TicketAgent1,26/09/22 19:55,107
GateD_TicketAgent2,26/09/22 19:55,111
GateB_TicketAgent2,26/09/22 19:55,136
GateD_TicketAgent1,26/09/22 19:55,111
GateC_TicketAgent2,26/09/22 19:55,106
GateA_TicketAgent1,26/09/22 19:55,123
GateA_TicketAgent2,26/09/22 19:55,119
GateB_TicketAgent3,26/09/22 19:55,110
GateC_TicketAgent1,26/09/22 19:55,139
GateA_TicketAgent3,26/09/22 19:55,108
GateD_TicketAgent3,26/09/22 19:55,137
GateB_TicketAgent1,26/09/22 19:55,109
GateD_TicketAgent2,26/09/22 19:55,109
GateC_TicketAgent3,26/09/22 19:55,132
GateB_TicketAgent2,26/09/22 19:55,110
GateD_TicketAgent1,26/09/22 19:55,128
GateC_TicketAgent2,26/09/22 19:55,104
GateA_TicketAgent2,26/09/22 19:55,115
GateC_TicketAgent1,26/09/22 19:55,128
GateA_TicketAgent3,26/09/22 19:55,124
GateD_TicketAgent1,26/09/22 19:55,110
GateB_TicketAgent2,26/09/22 19:55,110
GateA_TicketAgent1,26/09/22 19:55,118
GateD_TicketAgent2,26/09/22 19:55,122
GateC_TicketAgent2,26/09/22 19:55,110
GateB_TicketAgent3,26/09/22 19:55,102
GateA_TicketAgent2,26/09/22 19:55,134
GateB_TicketAgent1,26/09/22 19:55,105
GateC_TicketAgent1,26/09/22 19:55,129
GateD_TicketAgent3,26/09/22 19:55,108
GateA_TicketAgent3,26/09/22 19:55,116
GateC_TicketAgent3,26/09/22 19:55,100
GateB_TicketAgent2,26/09/22 19:55,109
GateA_TicketAgent1,26/09/22 19:55,130
GateC_TicketAgent2,26/09/22 19:55,127
GateB_TicketAgent3,26/09/22 19:55,103
GateA_TicketAgent2,26/09/22 19:55,119
GateB_TicketAgent1,26/09/22 19:55,112
GateC_TicketAgent1,26/09/22 19:55,130
GateD_TicketAgent1,26/09/22 19:55,138
GateC_TicketAgent2,26/09/22 19:55,101
GateB_TicketAgent3,26/09/22 19:55,101
GateA_TicketAgent1,26/09/22 19:55,104
GateB_TicketAgent1,26/09/22 19:55,135
GateA_TicketAgent2,26/09/22 19:55,131
GateD_TicketAgent2,26/09/22 19:55,105
GateA_TicketAgent3,26/09/22 19:55,126
GateB_TicketAgent2,26/09/22 19:55,111
GateC_TicketAgent3,26/09/22 19:55,105
GateA_TicketAgent1,26/09/22 19:55,109
GateC_TicketAgent2,26/09/22 19:55,101
GateB_TicketAgent1,26/09/22 19:55,118
GateB_TicketAgent3,26/09/22 19:55,106
GateA_TicketAgent2,26/09/22 19:55,130
GateA_TicketAgent3,26/09/22 19:55,121
GateB_TicketAgent2,26/09/22 19:55,133
GateD_TicketAgent1,26/09/22 19:55,100
GateD_TicketAgent3,26/09/22 19:55,115
GateA_TicketAgent1,26/09/22 19:55,130
GateB_TicketAgent3,26/09/22 19:55,105
GateC_TicketAgent1,26/09/22 19:55,135
GateA_TicketAgent2,26/09/22 19:55,120
GateC_TicketAgent3,26/09/22 19:55,101
GateB_TicketAgent2,26/09/22 19:56,128
GateC_TicketAgent2,26/09/22 19:56,128
GateB_TicketAgent1,26/09/22 19:56,112
GateC_TicketAgent1,26/09/22 19:56,125
GateB_TicketAgent3,26/09/22 19:56,112
GateD_TicketAgent2,26/09/22 19:56,122
GateA_TicketAgent2,26/09/22 19:56,126
GateC_TicketAgent3,26/09/22 19:56,125
GateA_TicketAgent3,26/09/22 19:56,124
GateD_TicketAgent1,26/09/22 19:56,141
GateB_TicketAgent2,26/09/22 19:56,117
GateB_TicketAgent1,26/09/22 19:56,139
GateC_TicketAgent1,26/09/22 19:56,101
GateB_TicketAgent3,26/09/22 19:56,136
GateD_TicketAgent3,26/09/22 19:56,127
GateA_TicketAgent2,26/09/22 19:56,122
GateC_TicketAgent3,26/09/22 19:56,102
GateB_TicketAgent2,26/09/22 19:56,135
GateA_TicketAgent3,26/09/22 19:56,126
GateC_TicketAgent2,26/09/22 19:56,105
GateD_TicketAgent2,26/09/22 19:56,116
GateA_TicketAgent1,26/09/22 19:56,112
GateB_TicketAgent1,26/09/22 19:56,119
GateC_TicketAgent1,26/09/22 19:56,101
GateB_TicketAgent3,26/09/22 19:56,112
GateA_TicketAgent2,26/09/22 19:56,128
GateC_TicketAgent3,26/09/22 19:56,123
GateD_TicketAgent1,26/09/22 19:56,130
GateA_TicketAgent3,26/09/22 19:56,121
GateD_TicketAgent2,26/09/22 19:56,113
GateA_TicketAgent1,26/09/22 19:56,105
GateB_TicketAgent1,26/09/22 19:56,139
GateC_TicketAgent1,26/09/22 19:56,107
GateD_TicketAgent3,26/09/22 19:56,130
GateA_TicketAgent2,26/09/22 19:56,105
GateD_TicketAgent1,26/09/22 19:56,100
GateB_TicketAgent3,26/09/22 19:56,138
GateB_TicketAgent2,26/09/22 19:56,103
GateC_TicketAgent2,26/09/22 19:56,140
GateA_TicketAgent1,26/09/22 19:56,116
GateA_TicketAgent3,26/09/22 19:56,137
GateB_TicketAgent1,26/09/22 19:56,113
GateD_TicketAgent2,26/09/22 19:56,101
GateC_TicketAgent1,26/09/22 19:56,111
GateD_TicketAgent3,26/09/22 19:56,136
GateA_TicketAgent2,26/09/22 19:56,125
GateD_TicketAgent1,26/09/22 19:56,120
GateC_TicketAgent3,26/09/22 19:56,140
GateB_TicketAgent2,26/09/22 19:56,112
GateC_TicketAgent2,26/09/22 19:56,139
GateB_TicketAgent3,26/09/22 19:56,123
GateA_TicketAgent1,26/09/22 19:56,119
GateD_TicketAgent2,26/09/22 19:56,101
GateB_TicketAgent1,26/09/22 19:56,132
GateC_TicketAgent1,26/09/22 19:56,102
GateA_TicketAgent3,26/09/22 19:56,100
GateD_TicketAgent3,26/09/22 19:56,118
GateC_TicketAgent3,26/09/22 19:56,102
GateA_TicketAgent2,26/09/22 19:56,116
GateD_TicketAgent1,26/09/22 19:56,136
GateB_TicketAgent2,26/09/22 19:56,100
GateC_TicketAgent2,26/09/22 19:56,133
GateB_TicketAgent1,26/09/22 19:56,110
GateC_TicketAgent1,26/09/22 19:56,131
GateD_TicketAgent2,26/09/22 19:56,127
GateC_TicketAgent3,26/09/22 19:56,106
GateB_TicketAgent3,26/09/22 19:56,108
GateC_TicketAgent2,26/09/22 19:56,126
GateB_TicketAgent2,26/09/22 19:56,115
GateC_TicketAgent1,26/09/22 19:56,106
GateD_TicketAgent1,26/09/22 19:56,111
GateA_TicketAgent1,26/09/22 19:56,121
GateB_TicketAgent1,26/09/22 19:56,106
GateA_TicketAgent3,26/09/22 19:56,117
GateD_TicketAgent3,26/09/22 19:56,128
GateC_TicketAgent2,26/09/22 19:56,109
GateB_TicketAgent2,26/09/22 19:56,140
GateD_TicketAgent2,26/09/22 19:57,130
GateC_TicketAgent1,26/09/22 19:57,138
GateA_TicketAgent1,26/09/22 19:57,118
GateC_TicketAgent3,26/09/22 19:57,113
GateB_TicketAgent1,26/09/22 19:57,134
GateA_TicketAgent3,26/09/22 19:57,112
GateD_TicketAgent1,26/09/22 19:57,130
GateA_TicketAgent2,26/09/22 19:57,129
GateB_TicketAgent3,26/09/22 19:57,129
GateB_TicketAgent2,26/09/22 19:57,135
GateD_TicketAgent2,26/09/22 19:57,118
GateA_TicketAgent1,26/09/22 19:57,131
GateC_TicketAgent3,26/09/22 19:57,106
GateB_TicketAgent1,26/09/22 19:57,136
GateD_TicketAgent1,26/09/22 19:57,129
GateA_TicketAgent3,26/09/22 19:57,105
GateA_TicketAgent2,26/09/22 19:57,125
GateD_TicketAgent3,26/09/22 19:57,130
GateB_TicketAgent2,26/09/22 19:57,135
GateA_TicketAgent1,26/09/22 19:57,119
GateC_TicketAgent2,26/09/22 19:57,138
GateA_TicketAgent3,26/09/22 19:57,116
GateD_TicketAgent1,26/09/22 19:57,122
GateA_TicketAgent2,26/09/22 19:57,116
GateC_TicketAgent3,26/09/22 19:57,110
GateC_TicketAgent1,26/09/22 19:57,119
GateB_TicketAgent2,26/09/22 19:57,121
GateA_TicketAgent1,26/09/22 19:57,111
GateD_TicketAgent2,26/09/22 19:57,112
GateB_TicketAgent1,26/09/22 19:57,126
GateC_TicketAgent2,26/09/22 19:57,135
GateA_TicketAgent2,26/09/22 19:57,120
GateD_TicketAgent1,26/09/22 19:57,117
GateB_TicketAgent3,26/09/22 19:57,139
GateC_TicketAgent3,26/09/22 19:57,128
GateC_TicketAgent1,26/09/22 19:57,111
GateB_TicketAgent2,26/09/22 19:57,106
GateA_TicketAgent1,26/09/22 19:57,124
GateB_TicketAgent1,26/09/22 19:57,110
GateC_TicketAgent2,26/09/22 19:57,134
GateA_TicketAgent2,26/09/22 19:57,115
GateD_TicketAgent3,26/09/22 19:57,136
GateB_TicketAgent3,26/09/22 19:57,111
GateC_TicketAgent3,26/09/22 19:57,141
GateA_TicketAgent3,26/09/22 19:57,110
GateC_TicketAgent1,26/09/22 19:57,102
GateB_TicketAgent2,26/09/22 19:57,135
GateB_TicketAgent1,26/09/22 19:57,112
GateD_TicketAgent2,26/09/22 19:57,111
GateA_TicketAgent1,26/09/22 19:57,124
GateA_TicketAgent2,26/09/22 19:57,125
GateB_TicketAgent3,26/09/22 19:57,134
GateC_TicketAgent3,26/09/22 19:57,134
GateC_TicketAgent1,26/09/22 19:57,129
GateA_TicketAgent1,26/09/22 19:57,126
GateB_TicketAgent1,26/09/22 19:57,113
GateA_TicketAgent2,26/09/22 19:57,106
GateC_TicketAgent1,26/09/22 19:57,105
GateB_TicketAgent3,26/09/22 19:57,139
GateC_TicketAgent3,26/09/22 19:57,112
GateC_TicketAgent2,26/09/22 19:57,107
GateB_TicketAgent1,26/09/22 19:57,140
GateA_TicketAgent2,26/09/22 19:57,124
GateA_TicketAgent3,26/09/22 19:57,128
GateC_TicketAgent1,26/09/22 19:57,131
GateC_TicketAgent3,26/09/22 19:57,110
GateB_TicketAgent2,26/09/22 19:57,100
GateC_TicketAgent2,26/09/22 19:57,137
GateB_TicketAgent3,26/09/22 19:57,104
GateD_TicketAgent1,26/09/22 19:58,128
GateA_TicketAgent1,26/09/22 19:58,123
GateB_TicketAgent1,26/09/22 19:58,120
GateA_TicketAgent2,26/09/22 19:58,119
GateD_TicketAgent2,26/09/22 19:58,129
GateA_TicketAgent3,26/09/22 19:58,127
GateC_TicketAgent3,26/09/22 19:58,128
GateC_TicketAgent2,26/09/22 19:58,109
GateB_TicketAgent3,26/09/22 19:58,136
GateA_TicketAgent1,26/09/22 19:58,119
GateB_TicketAgent1,26/09/22 19:58,105
GateA_TicketAgent2,26/09/22 19:58,105
GateA_TicketAgent3,26/09/22 19:58,106
GateD_TicketAgent1,26/09/22 19:58,111
GateC_TicketAgent1,26/09/22 19:58,109
GateB_TicketAgent2,26/09/22 19:58,118
GateC_TicketAgent3,26/09/22 19:58,137
GateC_TicketAgent2,26/09/22 19:58,135
GateA_TicketAgent1,26/09/22 19:58,116
GateB_TicketAgent1,26/09/22 19:58,131
GateD_TicketAgent3,26/09/22 19:58,131
GateA_TicketAgent2,26/09/22 19:58,121
GateB_TicketAgent3,26/09/22 19:58,111
GateD_TicketAgent1,26/09/22 19:58,111
GateC_TicketAgent1,26/09/22 19:58,133
GateB_TicketAgent2,26/09/22 19:58,100
GateD_TicketAgent2,26/09/22 19:58,128
GateA_TicketAgent3,26/09/22 19:58,106
GateC_TicketAgent2,26/09/22 19:58,102
GateA_TicketAgent1,26/09/22 19:58,130
GateB_TicketAgent1,26/09/22 19:58,106
GateC_TicketAgent3,26/09/22 19:58,101
GateA_TicketAgent2,26/09/22 19:58,117
GateB_TicketAgent3,26/09/22 19:58,105
GateC_TicketAgent1,26/09/22 19:58,132
GateD_TicketAgent1,26/09/22 19:58,129
GateB_TicketAgent2,26/09/22 19:58,109
GateD_TicketAgent2,26/09/22 19:58,129
GateA_TicketAgent3,26/09/22 19:58,123
GateC_TicketAgent2,26/09/22 19:58,138
GateA_TicketAgent1,26/09/22 19:58,111
GateC_TicketAgent3,26/09/22 19:58,139
GateA_TicketAgent2,26/09/22 19:58,115
GateC_TicketAgent1,26/09/22 19:58,119
GateB_TicketAgent3,26/09/22 19:58,121
GateB_TicketAgent2,26/09/22 19:58,113
GateD_TicketAgent2,26/09/22 19:58,104
GateC_TicketAgent2,26/09/22 19:58,135
GateB_TicketAgent1,26/09/22 19:58,110
GateA_TicketAgent1,26/09/22 19:58,124
GateA_TicketAgent2,26/09/22 19:58,127
GateA_TicketAgent3,26/09/22 19:58,123
GateB_TicketAgent2,26/09/22 19:58,140
GateB_TicketAgent1,26/09/22 19:58,136
GateD_TicketAgent2,26/09/22 19:58,104
GateD_TicketAgent3,26/09/22 19:58,110
GateB_TicketAgent3,26/09/22 19:58,111
GateA_TicketAgent1,26/09/22 19:58,119
GateC_TicketAgent1,26/09/22 19:58,137
GateD_TicketAgent1,26/09/22 19:58,135
GateA_TicketAgent2,26/09/22 19:58,119
GateB_TicketAgent3,26/09/22 19:58,101
GateA_TicketAgent1,26/09/22 19:58,104
GateC_TicketAgent2,26/09/22 19:58,130
GateC_TicketAgent3,26/09/22 19:58,132
GateD_TicketAgent1,26/09/22 19:58,123
GateA_TicketAgent2,26/09/22 19:58,121
GateC_TicketAgent1,26/09/22 19:58,136
GateA_TicketAgent3,26/09/22 19:58,139
GateB_TicketAgent1,26/09/22 19:58,105
GateD_TicketAgent2,26/09/22 19:58,102
GateC_TicketAgent2,26/09/22 19:58,106
GateA_TicketAgent1,26/09/22 19:58,114
GateD_TicketAgent1,26/09/22 19:59,130
GateA_TicketAgent2,26/09/22 19:59,121
GateC_TicketAgent1,26/09/22 19:59,108
GateB_TicketAgent1,26/09/22 19:59,100
GateD_TicketAgent2,26/09/22 19:59,127
GateD_TicketAgent3,26/09/22 19:59,115
GateC_TicketAgent3,26/09/22 19:59,130
GateB_TicketAgent2,26/09/22 19:59,112
GateA_TicketAgent1,26/09/22 19:59,127
GateC_TicketAgent2,26/09/22 19:59,105
GateD_TicketAgent1,26/09/22 19:59,110
GateA_TicketAgent2,26/09/22 19:59,119
GateB_TicketAgent3,26/09/22 19:59,103
GateA_TicketAgent3,26/09/22 19:59,114
GateB_TicketAgent1,26/09/22 19:59,140
GateD_TicketAgent2,26/09/22 19:59,129
GateB_TicketAgent2,26/09/22 19:59,104
GateC_TicketAgent2,26/09/22 19:59,124
GateB_TicketAgent3,26/09/22 19:59,133
GateA_TicketAgent2,26/09/22 19:59,114
GateC_TicketAgent1,26/09/22 19:59,137
GateD_TicketAgent2,26/09/22 19:59,131
GateD_TicketAgent3,26/09/22 19:59,129
GateC_TicketAgent3,26/09/22 19:59,138
GateB_TicketAgent2,26/09/22 19:59,135
GateD_TicketAgent1,26/09/22 19:59,135
GateA_TicketAgent1,26/09/22 19:59,106
GateC_TicketAgent2,26/09/22 19:59,138
GateB_TicketAgent3,26/09/22 19:59,104
GateA_TicketAgent2,26/09/22 19:59,119
GateC_TicketAgent1,26/09/22 19:59,111
GateD_TicketAgent2,26/09/22 19:59,127
GateD_TicketAgent3,26/09/22 19:59,130
GateA_TicketAgent3,26/09/22 19:59,117
GateB_TicketAgent2,26/09/22 19:59,139
GateD_TicketAgent1,26/09/22 19:59,129
GateA_TicketAgent1,26/09/22 19:59,124
GateC_TicketAgent2,26/09/22 19:59,140
GateC_TicketAgent1,26/09/22 19:59,110
GateA_TicketAgent2,26/09/22 19:59,128
GateB_TicketAgent1,26/09/22 19:59,110
GateB_TicketAgent3,26/09/22 19:59,112
GateD_TicketAgent2,26/09/22 19:59,109
GateA_TicketAgent3,26/09/22 19:59,119
GateC_TicketAgent3,26/09/22 19:59,129
GateD_TicketAgent3,26/09/22 19:59,124
GateB_TicketAgent2,26/09/22 19:59,103
GateD_TicketAgent1,26/09/22 19:59,119
GateA_TicketAgent1,26/09/22 19:59,123
GateC_TicketAgent1,26/09/22 19:59,135
GateA_TicketAgent2,26/09/22 19:59,122
GateB_TicketAgent1,26/09/22 19:59,101
GateB_TicketAgent3,26/09/22 19:59,139
GateD_TicketAgent2,26/09/22 19:59,118
GateC_TicketAgent2,26/09/22 19:59,134
GateC_TicketAgent3,26/09/22 19:59,139
GateB_TicketAgent2,26/09/22 19:59,112
GateD_TicketAgent1,26/09/22 19:59,129
GateD_TicketAgent3,26/09/22 19:59,129
GateA_TicketAgent1,26/09/22 19:59,118
GateB_TicketAgent1,26/09/22 19:59,110
GateB_TicketAgent3,26/09/22 19:59,103
GateA_TicketAgent2,26/09/22 19:59,125
GateC_TicketAgent2,26/09/22 19:59,110
GateA_TicketAgent3,26/09/22 19:59,111
GateD_TicketAgent2,26/09/22 19:59,128
GateB_TicketAgent2,26/09/22 19:59,135
GateD_TicketAgent1,26/09/22 19:59,132
GateC_TicketAgent3,26/09/22 19:59,109
GateA_TicketAgent1,26/09/22 19:59,112
GateD_TicketAgent3,26/09/22 19:59,134
GateB_TicketAgent1,26/09/22 19:59,105
GateD_TicketAgent2,26/09/22 19:59,128
GateC_TicketAgent2,26/09/22 19:59,102
GateB_TicketAgent2,26/09/22 19:59,110
GateA_TicketAgent3,26/09/22 19:59,124
GateC_TicketAgent3,26/09/22 19:59,129
GateA_TicketAgent1,26/09/22 19:59,116
GateB_TicketAgent1,26/09/22 20:00,118
GateC_TicketAgent1,26/09/22 20:00,102
GateB_TicketAgent3,26/09/22 20:00,109
GateA_TicketAgent2,26/09/22 20:00,122
GateD_TicketAgent3,26/09/22 20:00,111
GateC_TicketAgent2,26/09/22 20:00,105
GateD_TicketAgent1,26/09/22 20:00,106
GateD_TicketAgent2,26/09/22 20:00,135
GateA_TicketAgent1,26/09/22 20:00,117
GateB_TicketAgent1,26/09/22 20:00,102
GateC_TicketAgent1,26/09/22 20:00,105
GateB_TicketAgent3,26/09/22 20:00,129
GateA_TicketAgent3,26/09/22 20:00,137
GateA_TicketAgent2,26/09/22 20:00,125
GateB_TicketAgent2,26/09/22 20:00,122
GateD_TicketAgent1,26/09/22 20:00,130
GateD_TicketAgent2,26/09/22 20:00,129
GateC_TicketAgent3,26/09/22 20:00,101
GateB_TicketAgent1,26/09/22 20:00,107
GateC_TicketAgent1,26/09/22 20:00,140
GateB_TicketAgent3,26/09/22 20:00,136
GateA_TicketAgent1,26/09/22 20:00,114
GateB_TicketAgent2,26/09/22 20:00,119
GateA_TicketAgent2,26/09/22 20:00,128
GateD_TicketAgent1,26/09/22 20:00,136
GateC_TicketAgent3,26/09/22 20:00,100
GateD_TicketAgent3,26/09/22 20:00,133
GateB_TicketAgent1,26/09/22 20:00,109
GateC_TicketAgent1,26/09/22 20:00,139
GateA_TicketAgent1,26/09/22 20:00,118
GateA_TicketAgent3,26/09/22 20:00,122
GateB_TicketAgent3,26/09/22 20:00,109
GateA_TicketAgent2,26/09/22 20:00,110
GateC_TicketAgent2,26/09/22 20:00,130
GateD_TicketAgent3,26/09/22 20:00,102
GateD_TicketAgent2,26/09/22 20:00,105
GateB_TicketAgent1,26/09/22 20:00,112
GateC_TicketAgent1,26/09/22 20:00,102
GateA_TicketAgent3,26/09/22 20:00,130
GateA_TicketAgent1,26/09/22 20:00,124
GateB_TicketAgent2,26/09/22 20:00,101
GateC_TicketAgent2,26/09/22 20:00,101
GateD_TicketAgent1,26/09/22 20:00,116
GateA_TicketAgent2,26/09/22 20:00,122
GateD_TicketAgent2,26/09/22 20:00,106
GateB_TicketAgent1,26/09/22 20:00,108
GateC_TicketAgent1,26/09/22 20:00,124
GateC_TicketAgent3,26/09/22 20:00,134
GateA_TicketAgent1,26/09/22 20:00,111
GateB_TicketAgent2,26/09/22 20:00,111
GateC_TicketAgent2,26/09/22 20:00,119
GateA_TicketAgent2,26/09/22 20:00,125
GateA_TicketAgent3,26/09/22 20:00,120
GateB_TicketAgent1,26/09/22 20:00,112
GateC_TicketAgent1,26/09/22 20:00,128
GateC_TicketAgent3,26/09/22 20:00,125
GateB_TicketAgent3,26/09/22 20:00,112
GateB_TicketAgent2,26/09/22 20:00,137
GateA_TicketAgent1,26/09/22 20:00,106
GateC_TicketAgent2,26/09/22 20:00,110
GateA_TicketAgent2,26/09/22 20:00,101
GateB_TicketAgent1,26/09/22 20:00,117
GateC_TicketAgent1,26/09/22 20:00,140
GateC_TicketAgent3,26/09/22 20:00,116
GateA_TicketAgent1,26/09/22 20:00,141
GateC_TicketAgent2,26/09/22 20:00,131
GateB_TicketAgent2,26/09/22 20:00,111
GateA_TicketAgent2,26/09/22 20:00,122
GateA_TicketAgent3,26/09/22 20:00,123
GateB_TicketAgent1,26/09/22 20:00,119
GateC_TicketAgent1,26/09/22 20:00,100
GateB_TicketAgent3,26/09/22 20:00,119
GateB_TicketAgent2,26/09/22 20:00,114
GateA_TicketAgent1,26/09/22 20:00,117
GateB_TicketAgent1,26/09/22 20:01,141
GateC_TicketAgent1,26/09/22 20:01,136
GateB_TicketAgent3,26/09/22 20:01,134
GateD_TicketAgent2,26/09/22 20:01,130
GateB_TicketAgent2,26/09/22 20:01,112
GateD_TicketAgent1,26/09/22 20:01,139
GateA_TicketAgent2,26/09/22 20:01,133
GateA_TicketAgent3,26/09/22 20:01,126
GateA_TicketAgent1,26/09/22 20:01,110
GateD_TicketAgent3,26/09/22 20:01,129
GateA_TicketAgent2,26/09/22 20:01,122
GateB_TicketAgent1,26/09/22 20:01,111
GateB_TicketAgent3,26/09/22 20:01,109
GateA_TicketAgent3,26/09/22 20:01,129
GateA_TicketAgent1,26/09/22 20:01,141
GateC_TicketAgent2,26/09/22 20:01,135
GateB_TicketAgent2,26/09/22 20:01,112
GateA_TicketAgent2,26/09/22 20:01,124
GateB_TicketAgent1,26/09/22 20:01,107
GateB_TicketAgent3,26/09/22 20:01,140
GateA_TicketAgent3,26/09/22 20:01,125
GateA_TicketAgent1,26/09/22 20:01,131
GateB_TicketAgent2,26/09/22 20:01,139
GateA_TicketAgent2,26/09/22 20:01,117
GateB_TicketAgent1,26/09/22 20:01,109
GateA_TicketAgent3,26/09/22 20:01,124
GateC_TicketAgent1,26/09/22 20:01,130
GateB_TicketAgent2,26/09/22 20:01,108
GateA_TicketAgent1,26/09/22 20:01,114
GateA_TicketAgent2,26/09/22 20:01,125
GateB_TicketAgent1,26/09/22 20:01,109
GateB_TicketAgent3,26/09/22 20:01,130
GateD_TicketAgent1,26/09/22 20:01,133
GateA_TicketAgent1,26/09/22 20:01,117
GateB_TicketAgent2,26/09/22 20:01,110
GateC_TicketAgent3,26/09/22 20:01,138
GateA_TicketAgent2,26/09/22 20:01,130
GateB_TicketAgent1,26/09/22 20:01,138
GateC_TicketAgent2,26/09/22 20:01,100
GateB_TicketAgent3,26/09/22 20:01,132
GateA_TicketAgent3,26/09/22 20:01,123
GateD_TicketAgent2,26/09/22 20:01,128
GateB_TicketAgent2,26/09/22 20:01,119
GateA_TicketAgent1,26/09/22 20:01,106
GateD_TicketAgent3,26/09/22 20:01,119
GateB_TicketAgent1,26/09/22 20:01,117
GateD_TicketAgent1,26/09/22 20:01,132
GateA_TicketAgent2,26/09/22 20:01,109
GateB_TicketAgent3,26/09/22 20:01,109
GateA_TicketAgent1,26/09/22 20:01,133
GateB_TicketAgent2,26/09/22 20:01,136
GateB_TicketAgent1,26/09/22 20:01,113
GateC_TicketAgent1,26/09/22 20:01,127
GateA_TicketAgent2,26/09/22 20:01,135
GateD_TicketAgent2,26/09/22 20:02,111
GateA_TicketAgent3,26/09/22 20:02,122
GateB_TicketAgent3,26/09/22 20:02,112
GateB_TicketAgent2,26/09/22 20:02,118
GateA_TicketAgent1,26/09/22 20:02,104
GateB_TicketAgent1,26/09/22 20:02,113
GateA_TicketAgent2,26/09/22 20:02,128
GateD_TicketAgent1,26/09/22 20:02,141
GateC_TicketAgent2,26/09/22 20:02,103
GateA_TicketAgent1,26/09/22 20:02,116
GateB_TicketAgent1,26/09/22 20:02,137
GateA_TicketAgent2,26/09/22 20:02,115
GateB_TicketAgent2,26/09/22 20:02,110
GateA_TicketAgent3,26/09/22 20:02,130
GateB_TicketAgent1,26/09/22 20:02,110
GateD_TicketAgent3,26/09/22 20:02,135
GateA_TicketAgent2,26/09/22 20:02,128
GateB_TicketAgent2,26/09/22 20:02,109
GateD_TicketAgent1,26/09/22 20:02,108
GateD_TicketAgent2,26/09/22 20:02,115
GateB_TicketAgent3,26/09/22 20:02,102
GateA_TicketAgent1,26/09/22 20:02,117
GateB_TicketAgent1,26/09/22 20:02,139
GateA_TicketAgent2,26/09/22 20:02,116
GateD_TicketAgent1,26/09/22 20:02,140
GateB_TicketAgent2,26/09/22 20:02,134
GateC_TicketAgent1,26/09/22 20:02,101
GateB_TicketAgent3,26/09/22 20:02,134
GateC_TicketAgent2,26/09/22 20:02,127
GateD_TicketAgent2,26/09/22 20:02,130
GateB_TicketAgent1,26/09/22 20:02,112
GateA_TicketAgent2,26/09/22 20:02,120
GateB_TicketAgent2,26/09/22 20:02,112
GateA_TicketAgent3,26/09/22 20:02,115
GateA_TicketAgent1,26/09/22 20:02,110
GateC_TicketAgent3,26/09/22 20:02,135
GateB_TicketAgent1,26/09/22 20:02,137
GateA_TicketAgent2,26/09/22 20:02,126
GateA_TicketAgent3,26/09/22 20:02,117
GateD_TicketAgent1,26/09/22 20:02,116
GateB_TicketAgent2,26/09/22 20:02,118
GateB_TicketAgent3,26/09/22 20:02,131
GateA_TicketAgent1,26/09/22 20:02,114
GateB_TicketAgent1,26/09/22 20:02,104
GateD_TicketAgent2,26/09/22 20:02,128
GateA_TicketAgent2,26/09/22 20:02,110
GateA_TicketAgent3,26/09/22 20:02,120
GateB_TicketAgent2,26/09/22 20:02,111
GateD_TicketAgent3,26/09/22 20:02,110
GateB_TicketAgent3,26/09/22 20:02,105
GateC_TicketAgent1,26/09/22 20:02,100
GateD_TicketAgent1,26/09/22 20:02,107
GateB_TicketAgent1,26/09/22 20:02,113
GateB_TicketAgent2,26/09/22 20:03,118
GateA_TicketAgent3,26/09/22 20:03,120
GateA_TicketAgent1,26/09/22 20:03,106
GateC_TicketAgent3,26/09/22 20:03,133
GateD_TicketAgent1,26/09/22 20:03,127
GateB_TicketAgent1,26/09/22 20:03,135
GateD_TicketAgent2,26/09/22 20:03,123
GateA_TicketAgent2,26/09/22 20:03,129
GateC_TicketAgent1,26/09/22 20:03,138
GateC_TicketAgent2,26/09/22 20:03,106
GateB_TicketAgent2,26/09/22 20:03,130
GateA_TicketAgent3,26/09/22 20:03,124
GateA_TicketAgent1,26/09/22 20:03,122
GateA_TicketAgent2,26/09/22 20:03,123
GateB_TicketAgent1,26/09/22 20:03,106
GateD_TicketAgent3,26/09/22 20:03,106
GateC_TicketAgent1,26/09/22 20:03,105
GateD_TicketAgent1,26/09/22 20:03,108
GateB_TicketAgent2,26/09/22 20:03,133
GateA_TicketAgent3,26/09/22 20:03,120
GateC_TicketAgent3,26/09/22 20:03,136
GateB_TicketAgent3,26/09/22 20:03,111
GateD_TicketAgent2,26/09/22 20:03,113
GateA_TicketAgent2,26/09/22 20:03,131
GateB_TicketAgent1,26/09/22 20:03,102
GateC_TicketAgent2,26/09/22 20:03,128
GateD_TicketAgent1,26/09/22 20:03,128
GateB_TicketAgent2,26/09/22 20:03,135
GateA_TicketAgent1,26/09/22 20:03,128
GateA_TicketAgent3,26/09/22 20:03,125
GateB_TicketAgent3,26/09/22 20:03,100
GateD_TicketAgent2,26/09/22 20:03,113
GateA_TicketAgent2,26/09/22 20:03,122
GateB_TicketAgent1,26/09/22 20:03,112
GateA_TicketAgent1,26/09/22 20:03,112
GateB_TicketAgent2,26/09/22 20:03,109
GateC_TicketAgent1,26/09/22 20:03,102
GateA_TicketAgent2,26/09/22 20:03,122
GateB_TicketAgent1,26/09/22 20:03,102
GateC_TicketAgent2,26/09/22 20:03,133
GateA_TicketAgent1,26/09/22 20:03,126
